bathrooms,bedrooms,price,square_feet,latitude,longitude,time,number_of_amenities
1.0,1.0,845,662,35.471,-97.5299,1577358641,9
1.0,1.0,835,662,40.4261,-79.7631,1568780055,1
1.0,1.0,816,662,30.4415,-91.1012,1577358736,7
1.0,1.0,1590,663,30.3054,-97.7497,1577359692,6
1.0,1.0,1528,663,47.5632,-122.2265,1568777459,5
1.0,1.0,1475,663,40.4993,-74.5214,1577358998,7
1.0,2.0,1355,663,37.53,-77.477,1577358450,7
1.0,1.0,1290,663,32.8212,-96.7853,1577358584,9
1.0,2.0,1156,663,32.9631,-96.7212,1577358578,0
1.0,1.0,1117,663,35.7488,-78.6369,1568769289,4
1.0,1.0,1045,663,47.1649,-122.5322,1577360036,0
1.0,1.0,896,663,29.7714,-95.4343,1576666238,2
1.0,1.0,877,663,32.8525,-97.1399,1568776479,6
1.0,1.0,754,663,39.2129,-85.9099,1577360161,0
1.0,1.0,2000,664,33.7606,-118.0806,1568774614,3
1.0,3.0,1585,664,39.9624,-75.1377,1577359519,0
1.0,2.0,1385,664,43.0531,-87.9659,1577358717,9
1.0,1.0,1275,664,30.3054,-97.7497,1577359708,3
1.0,1.0,1180,664,41.665,-86.1592,1577358931,7
1.0,1.0,1079,664,30.5118,-97.6873,1577359789,1
1.0,1.0,1056,664,39.1627,-76.6354,1568775611,3
1.0,1.0,1056,664,39.1627,-76.6354,1568776015,6
1.0,1.0,950,664,30.3054,-97.7497,1577359720,0
1.0,1.0,927,664,32.8281,-97.145,1568777239,5
1.0,1.0,895,664,33.5178,-112.0848,1577358411,3
1.0,1.0,817,664,32.8281,-97.145,1568776888,8
1.0,1.0,775,664,29.4624,-98.5253,1577360251,0
1.0,1.0,671,664,41.2376,-85.8527,1577358830,5
1.0,1.0,475,664,33.0769,-83.3032,1576877678,6
1.0,1.0,2016,665,37.6812,-121.7519,1577358650,6
1.0,1.0,1935,665,34.1236,-118.2878,1568750935,6
1.0,1.0,1865,665,34.1236,-118.2878,1568750813,6
1.0,1.0,1588,665,47.8495,-122.2825,1568775918,2
1.0,1.0,1115,665,30.3054,-97.7497,1577359630,3
1.0,1.0,1090,665,30.6505,-97.6809,1577359728,3
1.0,1.0,985,665,30.5118,-97.6873,1577359728,3
1.0,1.0,965,665,35.524,-81.5988,1568781374,13
1.0,1.0,869,665,30.7084,-96.347,1577358909,8
1.0,1.0,849,665,33.1993,-97.1268,1576323414,0
1.0,1.0,811,665,38.0269,-84.4223,1577358628,6
1.0,1.0,790,665,42.0259,-93.6516,1576323427,0
1.0,1.0,751,665,35.471,-97.5299,1577358641,5
1.0,1.0,699,665,40.1145,-88.2723,1577358876,6
1.0,1.0,625,665,34.508,-82.6913,1577359945,0
1.0,1.0,605,665,43.7815,-88.4411,1577358469,6
1.0,1.0,600,665,40.1145,-88.2723,1577359065,6
1.0,1.0,1998,666,30.3054,-97.7497,1577359518,0
1.0,1.0,984,666,32.8255,-97.1039,1568779507,2
1.0,1.0,883,666,32.8255,-97.1039,1568779430,2
1.0,1.0,575,666,29.7714,-95.4343,1577358807,7
1.0,1.0,3444,667,37.7599,-122.4379,1577359503,0
1.0,1.0,3087,667,37.7599,-122.4379,1577360485,3
1.0,1.0,2165,667,34.1087,-118.2606,1568754294,16
1.0,1.0,1629,667,42.125,-87.844,1575112529,4
1.0,1.0,1425,667,47.6124,-122.1427,1568768244,2
1.0,1.0,1295,667,40.1145,-88.2723,1577359076,3
1.0,1.0,1170,667,29.5521,-95.307,1577358573,10
1.0,1.0,1049,667,28.0076,-82.4792,1577358299,6
1.0,1.0,919,667,34.0163,-84.6233,1577358528,2
1.0,1.0,915,667,36.193,-115.2946,1568746364,0
1.0,1.0,895,667,36.1554,-115.1733,1577358655,7
1.0,1.0,835,667,29.4624,-98.5253,1577358321,2
1.0,1.0,825,667,39.8163,-98.5576,1577358731,9
1.0,2.0,2624,668,42.328,-71.071,1568746845,8
1.0,1.0,2300,668,37.7904,-122.2151,1577359429,0
1.0,1.0,1415,668,30.3054,-97.7497,1577359751,8
1.0,1.0,1285,668,31.8666,-102.3901,1577358474,1
1.0,1.0,1260,668,47.3071,-122.3404,1577358501,2
1.0,1.0,1260,668,30.3054,-97.7497,1577359670,6
1.0,1.0,1125,668,30.3054,-97.7497,1577359819,3
1.0,1.0,1125,668,36.7434,-76.2257,1568747588,2
1.0,1.0,1069,668,35.0657,-78.9436,1577358406,7
1.0,1.0,999,668,40.4969,-86.9659,1577358847,7
1.0,1.0,969,668,33.1993,-97.1268,1577360140,4
1.0,1.0,925,668,29.4624,-98.5253,1577358728,1
1.0,1.0,695,668,33.56,-101.8904,1577016837,0
1.0,1.0,640,668,30.4266,-89.1051,1577359112,7
1.0,1.0,615,668,41.5781,-83.6642,1568744152,7
1.0,1.0,1295,669,45.2764,-92.9901,1577358704,7
1.0,1.0,1260,669,47.5161,-122.6318,1577358915,13
1.0,1.0,1230,669,40.7061,-111.9048,1577358748,12
1.0,1.0,1100,669,39.0744,-94.5521,1577359202,6
1.0,2.0,1026,669,35.9907,-78.9074,1576666507,6
1.0,1.0,875,669,41.2562,-96.0404,1577359166,6
1.0,1.0,2280,670,42.328,-71.071,1568749955,1
1.0,1.0,2250,670,47.5988,-122.1507,1577359421,2
1.0,2.0,2140,670,34.0372,-118.2972,1577358445,6
1.0,1.0,1650,670,40.8876,-74.0499,1568782076,2
1.0,1.0,1500,670,39.7333,-104.914,1568747550,2
1.0,1.0,1210,670,42.9833,-71.4574,1568771445,7
1.0,1.0,1200,670,39.736,-104.9819,1577358685,11
1.0,1.0,1135,670,29.4624,-98.5253,1577359586,4
1.0,1.0,1100,670,42.4869,-92.3426,1577358985,8
1.0,1.0,1095,670,30.3054,-97.7497,1577359817,2
1.0,1.0,1095,670,30.3054,-97.7497,1577359831,6
1.0,1.0,1089,670,29.7714,-95.4343,1577358260,3
1.0,1.0,1000,670,38.6274,-90.304,1577017154,0
1.0,1.0,925,670,41.2562,-96.0404,1577359912,0
1.0,1.0,890,670,35.2016,-80.8124,1577358694,8
1.0,1.0,870,670,35.9907,-78.9074,1568777086,7
1.0,1.0,830,670,30.3054,-97.7497,1577359691,3
1.0,1.0,829,670,30.0796,-95.617,1577359258,5
1.0,1.0,775,670,39.0744,-94.5521,1577015070,5
1.0,1.0,685,670,32.8212,-96.7853,1577358893,6
1.0,1.0,615,670,41.2562,-96.0404,1577359161,8
1.0,1.0,560,670,36.116,-95.9281,1577359658,0
1.0,1.0,400,670,32.4645,-93.7879,1577359021,3
1.0,1.0,2182,671,38.9016,-77.0508,1577305289,0
1.0,1.0,2017,671,30.3054,-97.7497,1577359685,6
1.0,2.0,1778,671,44.041,-123.1254,1577358995,10
1.0,1.0,1606,671,38.9554,-77.386,1577358558,5
1.0,1.0,1436,671,37.5922,-77.498,1568745514,11
1.0,1.0,1330,671,39.9478,-74.9117,1568775779,5
1.0,1.0,899,671,29.4624,-98.5253,1577358757,1
1.0,1.0,899,671,29.4624,-98.5253,1577014935,1
1.0,1.0,769,671,39.6379,-84.1686,1568775315,4
1.0,1.0,2490,672,34.0998,-118.3265,1568751612,2
1.0,1.0,2250,672,47.6483,-122.5296,1577358915,12
1.0,1.0,1860,672,30.3054,-97.7497,1577359909,0
1.0,2.0,1690,672,30.2573,-97.7391,1577359763,3
1.0,1.0,1625,672,30.3054,-97.7497,1577359827,2
1.0,1.0,1600,672,47.4696,-122.1655,1577358502,7
1.0,1.0,1515,672,32.6197,-117.0226,1577015263,7
1.0,1.0,1395,672,32.8212,-96.7853,1577359712,0
1.0,2.0,1265,672,33.5178,-112.0848,1577358417,2
1.0,1.0,1140,672,30.3054,-97.7497,1577359734,3
1.0,1.0,1135,672,30.3054,-97.7497,1577359759,7
1.0,1.0,1098,672,32.7407,-97.3394,1577358420,6
1.0,1.0,1055,672,32.6548,-97.1587,1568775078,4
1.0,1.0,1045,672,32.6548,-97.1587,1568774906,2
1.0,1.0,965,672,30.3054,-97.7497,1577359464,2
1.0,1.0,940,672,39.5197,-119.8342,1577359019,8
1.0,1.0,905,672,32.6692,-96.8751,1568759303,1
1.0,1.0,850,672,30.3054,-97.7497,1577360146,3
1.0,1.0,847,672,35.9966,-78.8991,1568774812,3
1.0,1.0,635,672,37.3961,-79.1892,1577015921,4
1.0,1.0,450,672,41.6675,-83.5837,1577358807,2
1.0,1.0,428,672,39.0744,-94.5521,1577359195,6
1.0,1.0,2798,673,34.0998,-118.3265,1568751460,3
1.0,1.0,2600,673,34.0372,-118.2972,1577359958,0
1.0,1.0,1579,673,39.4228,-77.4164,1577358443,2
1.0,0.0,1546,673,38.8571,-77.0609,1577305192,0
1.0,1.0,1534,673,43.0531,-87.9659,1577358717,8
1.0,1.0,1370,673,38.6274,-90.304,1577359281,7
1.0,1.0,995,673,30.3949,-97.8279,1577359771,3
1.0,1.0,985,673,30.5104,-97.9027,1577359760,4
1.0,2.0,950,673,40.1171,-88.1889,1577358904,7
1.0,1.0,862,673,39.2858,-84.522,1568769982,7
1.0,1.0,720,673,44.0346,-92.468,1577358860,7
1.0,1.0,700,673,32.3841,-93.6685,1568744155,9
1.0,1.0,1655,674,28.0076,-82.4792,1577358492,8
1.0,1.0,1618,674,47.8495,-122.2825,1568776188,3
1.0,1.0,1451,674,30.3054,-97.7497,1577359683,4
1.0,1.0,1300,674,40.7061,-111.9048,1577358637,6
1.0,1.0,1175,674,38.8562,-104.772,1577358734,2
1.0,1.0,1025,674,29.4624,-98.5253,1577359219,1
1.0,1.0,892,674,35.8079,-78.6466,1568771534,4
1.0,1.0,875,674,32.7566,-97.1358,1568773347,2
1.0,2.0,850,674,47.6485,-117.2657,1577358815,2
1.0,1.0,791,674,32.9954,-96.7849,1568764862,7
1.0,1.0,3495,675,37.7599,-122.4379,1577358800,2
1.0,1.0,3050,675,34.0372,-118.2972,1577360014,0
1.0,1.0,1895,675,34.0372,-118.2972,1577016056,0
1.0,1.0,1880,675,26.1343,-80.233,1577358406,0
1.0,1.0,1875,675,47.616,-122.3275,1577359437,4
1.0,1.0,1780,675,47.75,-122.24,1577358506,3
1.0,1.0,1780,675,47.6869,-122.1896,1568774842,0
1.0,2.0,1745,675,40.4261,-79.7631,1568780319,1
1.0,1.0,1715,675,34.0156,-118.1107,1568772657,5
1.0,1.0,1555,675,39.6828,-104.8078,1577358487,0
1.0,1.0,1516,675,47.7179,-122.2059,1568775431,4
1.0,1.0,1506,675,47.7179,-122.2059,1568775423,4
1.0,1.0,1470,675,42.0454,-87.6964,1577359303,4
1.0,1.0,1440,675,40.2967,-74.6137,1568781089,4
1.0,1.0,1436,675,47.7179,-122.2059,1568775657,4
1.0,1.0,1345,675,34.1334,-117.292,1577358507,1
1.0,2.0,1295,675,48.0724,-122.1829,1575506089,1
1.0,1.0,1275,675,38.6274,-90.304,1577360083,0
1.0,1.0,1275,675,40.3346,-74.5794,1568780077,4
1.0,1.0,1250,675,33.8077,-84.3753,1577358546,2
1.0,1.0,1220,675,29.4624,-98.5253,1577359643,4
1.0,1.0,1200,675,40.3346,-74.5794,1568780254,0
1.0,1.0,1190,675,40.3346,-74.5794,1568780187,1
1.0,1.0,1190,675,40.3346,-74.5794,1568780366,0
1.0,1.0,1150,675,42.9497,-85.6417,1577015916,5
1.0,1.0,1150,675,40.3346,-74.5794,1568780372,4
1.0,1.0,1127,675,36.1036,-80.2159,1568745091,2
1.0,2.0,1095,675,39.3633,-74.4397,1568779379,3
1.0,1.0,979,675,36.8381,-76.152,1568752307,4
1.0,1.0,962,675,43.0531,-87.9659,1577358716,6
1.0,1.0,945,675,43.0724,-89.4003,1575638435,5
1.0,1.0,932,675,29.7714,-95.4343,1577358250,3
1.0,1.0,915,675,30.3054,-97.7497,1577360367,0
1.0,2.0,875,675,40.5849,-105.1128,1568764257,4
1.0,1.0,850,675,61.594,-149.4124,1577358620,1
1.0,1.0,840,675,40.3613,-86.9005,1577358837,4
1.0,2.0,800,675,39.9974,-82.9829,1576666339,3
1.0,1.0,794,675,34.7264,-92.348,1577359474,4
1.0,1.0,695,675,42.4869,-92.3426,1577360356,0
1.0,2.0,695,675,41.6834,-93.7839,1576667291,0
1.0,1.0,645,675,43.4182,-88.1681,1577360253,0
1.0,2.0,640,675,37.9906,-87.5563,1577358608,10
1.0,1.0,620,675,29.7714,-95.4343,1577015329,8
1.0,2.0,595,675,48.2469,-101.3017,1577359920,0
1.0,1.0,485,675,44.0977,-87.7097,1577358824,5
1.0,1.0,1125,676,39.985,-83.0728,1577358702,10
1.0,1.0,960,676,29.4624,-98.5253,1577359128,1
1.0,1.0,950,676,30.5118,-97.6873,1577017088,0
1.0,1.0,870,676,42.0259,-93.6516,1577359866,0
1.0,2.0,855,676,41.2562,-96.0404,1577358739,11
1.0,1.0,785,676,44.0763,-103.2121,1577358941,7
1.0,1.0,785,676,39.6136,-84.1617,1568775092,4
1.0,1.0,725,676,39.6379,-84.1686,1568775220,4
1.0,1.0,2033,677,36.137,-86.783,1577359635,0
1.0,1.0,1677,677,47.3866,-122.2109,1568772708,2
1.0,1.0,1391,677,32.8212,-96.7853,1577359711,0
1.0,1.0,1315,677,41.824,-71.4315,1577014828,12
1.0,1.0,1215,677,47.3002,-122.2168,1577358495,11
1.0,1.0,1027,677,30.3054,-97.7497,1577359754,3
1.0,1.0,900,677,30.3054,-97.7497,1577359481,3
1.0,1.0,800,677,36.1554,-115.1733,1577359400,4
2.0,2.0,3795,678,37.7599,-122.4379,1577360324,0
1.0,1.0,2200,678,42.4108,-71.0517,1568754020,6
1.0,1.0,2089,678,32.7876,-117.1265,1577358449,8
1.0,2.0,2075,678,41.8625,-87.6825,1577358590,0
1.0,1.0,1789,678,32.8212,-96.7853,1577359585,0
1.0,2.0,1750,678,45.5091,-122.6449,1577014991,3
1.0,1.0,1665,678,32.8212,-96.7853,1577359612,0
1.0,1.0,1468,678,35.774,-78.6328,1568768107,8
1.0,1.0,1400,678,41.5964,-70.9532,1577358647,6
1.0,1.0,1372,678,30.3054,-97.7497,1577358447,2
1.0,1.0,1109,678,29.7714,-95.4343,1577358269,7
1.0,1.0,1104,678,29.7714,-95.4343,1577358275,3
1.0,1.0,1035,678,32.9455,-96.7962,1568765553,3
1.0,1.0,1000,678,29.4624,-98.5253,1577015160,1
1.0,1.0,890,678,32.8525,-97.1399,1568776529,13
1.0,2.0,860,678,40.1171,-88.1889,1577359069,2
1.0,1.0,815,678,36.0723,-79.8196,1568754204,4
1.0,1.0,717,678,35.4975,-97.7329,1577359473,0
1.0,1.0,1675,679,44.9855,-93.3023,1577359288,10
1.0,1.0,1600,679,43.0724,-89.4003,1577015514,9
1.0,1.0,1265,679,30.3054,-97.7497,1577359889,3
1.0,1.0,1245,679,39.8668,-105.0055,1568758829,3
1.0,1.0,1225,679,39.8668,-105.0055,1568758867,3
1.0,1.0,1095,679,35.3753,-119.0319,1577359160,0
1.0,1.0,3952,680,42.328,-71.071,1577358372,3
1.0,1.0,2840,680,33.8321,-118.3786,1568766445,2
1.0,1.0,2349,680,34.1474,-118.1391,1568780200,6
1.0,1.0,1835,680,34.1236,-118.2878,1568750859,6
1.0,1.0,1795,680,47.616,-122.3275,1577360316,0
1.0,1.0,1424,680,38.8738,-77.1055,1577015308,6
1.0,1.0,1325,680,47.8409,-122.3346,1568771239,9
1.0,1.0,1310,680,47.8409,-122.3346,1568771263,9
1.0,1.0,1227,680,47.8616,-122.2729,1568782416,5
1.0,1.0,1186,680,47.8616,-122.2729,1568782270,5
1.0,1.0,1179,680,39.736,-104.9819,1576323337,0
1.0,1.0,1080,680,33.9996,-84.1572,1577358545,1
1.0,1.0,1075,680,33.7848,-84.3922,1577359973,5
1.0,1.0,1059,680,29.7398,-98.1021,1577358674,5
1.0,1.0,1050,680,42.8022,-73.9287,1577016992,0
1.0,1.0,1045,680,30.3054,-97.7497,1577359729,0
1.0,1.0,1035,680,61.1723,-149.8414,1577358617,1
1.0,1.0,1025,680,36.8379,-76.0939,1568750022,5
1.0,1.0,1025,680,36.8379,-76.0939,1568750094,5
1.0,1.0,985,680,32.8212,-96.7853,1577358575,11
1.0,2.0,975,680,61.1723,-149.8414,1577358614,2
1.0,1.0,975,680,36.1554,-115.1733,1577016811,0
1.0,1.0,951,680,33.0653,-97.0251,1577358581,4
1.0,3.0,950,680,36.0402,-86.6385,1577358648,0
1.0,1.0,930,680,29.7398,-98.1021,1577014911,1
1.0,1.0,913,680,29.4624,-98.5253,1577014932,0
1.0,1.0,900,680,36.1554,-115.1733,1577358756,11
1.0,1.0,890,680,29.4624,-98.5253,1577359123,6
1.0,1.0,830,680,30.3235,-89.4709,1577359112,6
1.0,2.0,800,680,41.6371,-81.417,1568748951,4
1.0,1.0,795,680,44.924,-123.3283,1576187118,0
1.0,1.0,785,680,35.2016,-80.8124,1577358694,6
1.0,0.0,750,680,41.3426,-73.0732,1568782074,0
1.0,1.0,720,680,30.2989,-81.6324,1577014823,9
1.0,1.0,700,680,40.1065,-85.6788,1577358471,6
1.0,1.0,680,680,39.7953,-86.1387,1577358654,4
1.0,1.0,653,680,42.3149,-85.1757,1577358472,9
1.0,1.0,650,680,40.7533,-86.0744,1577359310,6
1.0,1.0,605,680,38.9401,-92.3167,1577358987,10
1.0,1.0,575,680,36.5296,-82.7005,1577358923,0
1.0,1.0,550,680,37.0173,-93.2039,1577359033,11
1.0,1.0,1440,681,47.5968,-122.7026,1577360028,0
1.0,1.0,1240,681,38.954,-76.8968,1568757264,2
1.0,1.0,1175,681,38.954,-76.8968,1568757319,2
1.0,1.0,1175,681,38.954,-76.8968,1568757656,2
1.0,1.0,1005,681,30.3054,-97.7497,1577359833,0
1.0,1.0,858,681,34.7264,-92.348,1577358295,5
1.0,1.0,2329,682,40.722,-74.0644,1568778254,2
1.0,1.0,1675,682,33.7166,-117.9446,1577358690,0
1.0,1.0,1645,682,33.8813,-117.9263,1577015721,0
1.0,1.0,1615,682,33.9299,-117.8849,1577358422,0
1.0,1.0,1414,682,32.8004,-96.7887,1568745512,1
1.0,1.0,1205,682,39.7436,-105.063,1568745349,7
1.0,1.0,1190,682,29.7714,-95.4343,1577358281,3
1.0,1.0,1180,682,30.3054,-97.7497,1577359822,2
1.0,1.0,1165,682,28.7831,-81.2874,1577014907,7
1.0,1.0,1075,682,41.7537,-88.1558,1577360464,0
1.0,1.0,635,682,39.0375,-95.7052,1577360334,0
1.0,1.0,415,682,40.5755,-79.7224,1575637656,5
1.0,1.0,1450,683,38.6487,-77.3152,1577358569,3
1.0,1.0,1180,683,30.3054,-97.7497,1577359677,3
1.0,1.0,1130,683,38.8168,-76.9368,1568754602,10
1.0,1.0,1100,683,38.9401,-92.3167,1577358988,8
1.0,1.0,1015,683,30.3054,-97.7497,1577359688,3
1.0,1.0,928,683,38.9259,-94.6916,1577359950,0
1.0,1.0,785,683,41.4954,-90.3928,1577359115,7
1.0,2.0,1450,684,41.8481,-72.4642,1577359099,10
1.0,1.0,1299,684,39.0976,-76.8614,1577358559,3
1.0,1.0,1240,684,30.3054,-97.7497,1577359640,0
1.0,1.0,939,684,32.6548,-97.1587,1568775197,6
1.0,2.0,2720,685,40.722,-74.0644,1568777152,9
1.0,1.0,2465,685,34.0372,-118.2972,1577358425,12
1.0,1.0,1987,685,38.5587,-121.432,1577359120,1
1.0,1.0,1735,685,47.616,-122.3275,1577358501,3
1.0,1.0,1695,685,39.9974,-82.9829,1577016852,0
1.0,1.0,1650,685,34.1913,-118.4575,1577360115,0
1.0,0.0,1489,685,29.7714,-95.4343,1577358258,4
1.0,1.0,1399,685,47.9338,-122.2052,1577359244,14
1.0,2.0,1395,685,39.736,-104.9819,1577359202,10
1.0,1.0,1360,685,39.5816,-105.0387,1577015007,11
1.0,1.0,1180,685,32.8212,-96.7853,1577358586,2
1.0,2.0,1150,685,39.0744,-94.5521,1577015091,4
1.0,1.0,1099,685,40.4969,-86.9659,1577358852,10
1.0,1.0,1050,685,40.7061,-111.9048,1577359570,0
1.0,1.0,1050,685,38.9148,-104.7713,1568772913,7
1.0,1.0,1050,685,38.9148,-104.7713,1568772923,7
1.0,1.0,998,685,29.4624,-98.5253,1577014930,1
1.0,1.0,905,685,33.5571,-84.2167,1577360555,3
1.0,1.0,895,685,44.0346,-92.468,1577358861,8
1.0,1.0,850,685,46.882,-102.7862,1577360146,4
1.0,1.0,775,685,41.2562,-96.0404,1577360423,0
1.0,1.0,671,685,30.1213,-93.7711,1577358623,10
1.0,1.0,1575,686,39.1649,-76.7156,1577305101,0
1.0,1.0,1324,686,41.8625,-87.6825,1577358292,2
1.0,2.0,1240,686,39.6847,-104.9263,1568748446,4
1.0,1.0,1185,686,30.3054,-97.7497,1577359828,3
1.0,1.0,1120,686,30.5118,-97.6873,1577359797,3
1.0,1.0,1020,686,39.1627,-76.6354,1568775950,8
1.0,1.0,805,686,29.7714,-95.4343,1577358288,3
1.0,1.0,627,686,39.7953,-86.1387,1577358652,7
1.0,1.0,1470,687,44.9405,-93.1027,1577359289,5
1.0,1.0,1430,687,38.6487,-77.3152,1577358568,5
1.0,1.0,1390,687,32.8212,-96.7853,1577359710,0
1.0,1.0,1345,687,38.7999,-77.1072,1577358554,4
1.0,1.0,1017,687,35.8455,-78.3386,1568768716,12
1.0,1.0,1005,687,29.4624,-98.5253,1577014961,1
1.0,1.0,949,687,40.7061,-111.9048,1577359983,0
1.0,1.0,2420,688,34.0372,-118.2972,1577359661,0
1.0,1.0,1345,688,32.8212,-96.7853,1577359714,0
1.0,1.0,1319,688,38.9633,-76.9375,1577015310,1
1.0,1.0,1196,688,32.9631,-96.7212,1577358582,0
1.0,1.0,1179,688,39.0459,-104.8179,1568774347,4
1.0,1.0,1179,688,39.0459,-104.8179,1568774078,5
1.0,1.0,1095,688,41.8096,-72.5411,1577358458,9
1.0,1.0,1050,688,30.3054,-97.7497,1576667647,0
1.0,1.0,1020,688,40.3783,-80.1221,1568779610,5
1.0,1.0,938,688,33.6194,-84.4886,1577358529,10
1.0,1.0,930,688,36.1554,-115.1733,1577358656,10
1.0,1.0,829,688,35.2418,-81.0401,1577016896,0
1.0,1.0,2750,689,40.722,-74.0644,1568780106,2
1.0,1.0,2450,689,42.3426,-71.1985,1577358462,8
1.0,1.0,2117,689,47.6156,-122.2109,1568766810,3
1.0,1.0,1820,689,38.8488,-77.3296,1577358556,7
1.0,1.0,1762,689,47.3907,-122.2626,1568773922,15
1.0,1.0,1749,689,39.145,-77.1376,1568763088,3
1.0,1.0,1679,689,39.145,-77.1376,1568763047,3
1.0,1.0,1670,689,47.616,-122.3275,1577015294,0
1.0,1.0,1258,689,29.7864,-94.9631,1577358570,5
1.0,1.0,1080,689,29.8831,-97.945,1577015014,1
1.0,1.0,962,689,30.3054,-97.7497,1577359754,0
1.0,1.0,927,689,38.2006,-84.9469,1577358627,0
1.0,1.0,925,689,30.4601,-84.2714,1577359109,7
1.0,1.0,875,689,43.5329,-96.7265,1577016838,0
1.0,1.0,2200,690,38.8738,-77.1055,1577017173,0
1.0,1.0,2095,690,34.0372,-118.2972,1577359492,0
1.0,1.0,1839,690,30.3054,-97.7497,1577016113,5
1.0,1.0,1322,690,45.5223,-122.9416,1577358677,5
1.0,1.0,1295,690,43.0531,-87.9659,1577358432,6
1.0,1.0,1240,690,32.5807,-97.138,1577358418,1
1.0,1.0,1200,690,45.3402,-122.5586,1577015936,0
1.0,1.0,1010,690,29.4624,-98.5253,1577014918,2
1.0,1.0,1000,690,30.3054,-97.7497,1577359537,11
1.0,3.0,965,690,30.4433,-97.6282,1577359713,0
1.0,1.0,950,690,40.3613,-86.9005,1577358843,6
1.0,1.0,895,690,29.4624,-98.5253,1577359125,1
1.0,1.0,879,690,30.3054,-97.7497,1577359646,3
1.0,1.0,850,690,38.9679,-94.9654,1577360322,0
1.0,1.0,825,690,29.7714,-95.4343,1577015333,7
1.0,2.0,814,690,32.722,-97.083,1568772228,1
1.0,1.0,800,690,29.4624,-98.5253,1577014938,1
1.0,1.0,750,690,36.0249,-78.4646,1577358404,7
1.0,1.0,715,690,31.5887,-94.5735,1577360279,0
1.0,1.0,698,690,39.1471,-86.5136,1577359047,9
1.0,2.0,545,690,37.1892,-93.2908,1577359021,6
1.0,1.0,2200,691,37.9724,-122.3304,1577359426,2
1.0,1.0,1140,691,39.0744,-94.5521,1577359201,6
1.0,1.0,1045,691,36.137,-86.783,1577014857,0
1.0,1.0,1029,691,33.9222,-84.0725,1568775753,2
1.0,1.0,1019,691,33.9222,-84.0725,1568775755,2
1.0,1.0,986,691,39.0744,-94.5521,1577358661,3
1.0,1.0,2305,692,38.9348,-77.059,1577305290,0
1.0,1.0,1772,692,30.3054,-97.7497,1577359698,6
1.0,1.0,1745,692,32.8212,-96.7853,1577359712,0
1.0,1.0,1435,692,43.0531,-87.9659,1577359319,11
1.0,1.0,1185,692,43.0531,-87.9659,1577358717,8
1.0,1.0,1106,692,32.8403,-97.0955,1577358588,11
1.0,1.0,1063,692,32.8281,-97.145,1568776949,3
1.0,1.0,1058,692,32.8281,-97.145,1568777194,3
1.0,1.0,1020,692,30.3054,-97.7497,1577359778,3
1.0,1.0,1001,692,30.3054,-97.7497,1577359758,3
1.0,1.0,1000,692,30.3054,-97.7497,1577359890,3
1.0,1.0,996,692,45.6558,-122.5888,1577014970,10
1.0,1.0,994,692,30.3054,-97.7497,1577360145,0
1.0,1.0,985,692,30.3054,-97.7497,1577360122,0
1.0,1.0,979,692,30.3054,-97.7497,1577016813,0
1.0,1.0,908,692,32.878,-96.7511,1568755677,3
1.0,1.0,900,692,29.7398,-98.1021,1577014912,1
1.0,1.0,890,692,30.3054,-97.7497,1576322800,0
1.0,1.0,890,692,32.8524,-97.0886,1568779131,0
1.0,0.0,829,692,29.7714,-95.4343,1577358278,0
1.0,1.0,750,692,43.5329,-96.7265,1577359932,0
1.0,1.0,746,692,35.471,-97.5299,1577358641,0
1.0,1.0,725,692,43.5329,-96.7265,1577358601,9
1.0,1.0,2475,693,34.0372,-118.2972,1577360112,0
1.0,1.0,1595,693,45.5091,-122.6449,1577016988,0
1.0,1.0,1195,693,44.9855,-93.3023,1577015733,5
1.0,1.0,1060,693,30.3054,-97.7497,1577359758,3
1.0,1.0,985,693,30.3054,-97.7497,1577359777,2
1.0,1.0,2350,694,41.0292,-73.771,1577360227,0
1.0,1.0,1799,694,32.8212,-96.7853,1577359497,0
1.0,1.0,1695,694,33.8056,-118.1696,1577360228,0
1.0,1.0,1695,694,47.6869,-122.1896,1568774813,5
1.0,1.0,1509,694,39.698,-105.1559,1568750984,3
1.0,1.0,1490,694,39.6847,-104.9263,1568748834,4
1.0,1.0,970,694,39.0744,-94.5521,1577359200,1
1.0,1.0,925,694,33.5178,-112.0848,1577358758,2
1.0,1.0,845,694,38.6274,-90.304,1577358293,9
1.0,1.0,820,694,42.0259,-93.6516,1577015628,4
1.0,1.0,2390,695,34.1881,-118.3905,1577359703,0
1.0,1.0,1957,695,40.8084,-74.1224,1568770880,3
1.0,1.0,1937,695,34.1677,-118.6141,1577358457,0
1.0,1.0,1600,695,30.3054,-97.7497,1577360430,0
1.0,1.0,1525,695,25.7951,-80.3434,1577358395,0
1.0,1.0,1177,695,39.4228,-77.4164,1577358396,0
1.0,1.0,1105,695,30.0066,-97.8071,1577015018,0
1.0,3.0,1065,695,36.8691,-76.2924,1568755919,1
1.0,1.0,915,695,33.5178,-112.0848,1577360309,0
1.0,1.0,800,695,33.9351,-84.5289,1568777901,6
1.0,2.0,736,695,44.4469,-100.1875,1576667844,0
1.0,1.0,725,695,39.1679,-84.4933,1577014880,5
1.0,1.0,600,695,30.1213,-93.7711,1577359004,9
1.0,2.0,475,695,47.4997,-97.3236,1577360063,0
1.0,1.0,3030,696,40.722,-74.0644,1577358770,2
